name,nation,genre,director,actor,audits
악인전,한국,"['범죄', '액션']",['이원태'],"['마동석', '김무열', '김성규']",청소년관람불가
어벤져스: 엔드게임,미국,"['액션', 'SF']","['안소니 루소', '조 루소']","['로버트 다우니 주니어', '크리스 에반스', '마크 러팔로', '크리스 헴스워스', '스칼렛 요한슨', '제레미 레너', '돈 치들', '폴 러드', '브리 라슨', '카렌 길런', '브래들리 쿠퍼', '조슈 브롤린']",12세이상관람가
생일,한국,['드라마'],['이종언'],"['설경구', '전도연', '김보민', '윤찬영', '박종환', '성유빈', '탕준상', '신문성']",전체관람가
캡틴 마블,미국,"['액션', '어드벤처', 'SF']","['애너 보든', '라이언 플렉']","['브리 라슨', '사무엘 L. 잭슨', '벤 멘델슨', '주드 로']",12세이상관람가
돈,한국,['범죄'],['박누리'],"['류준열', '유지태', '조우진', '원진아']",15세이상관람가
샤잠!,미국,['액션'],['데이비드 F. 샌드버그'],"['제커리 리바이', '애셔 앤젤', '잭 딜런 그레이져', '마크 스트롱']",12세이상관람가
극한직업,한국,['코미디'],['이병헌'],"['류승룡', '이하늬', '진선규', '이동휘', '공명']",15세이상관람가
사바하,한국,"['미스터리', '스릴러']",['장재현'],"['이정재', '박정민', '이재인', '유지태', '정진영', '진선규', '이다윗', '배해선']",15세이상관람가
말모이,한국,['드라마'],['엄유나'],"['유해진', '윤계상', '김홍파', '우현', '김태훈', '김선영', '민진웅']",12세이상관람가
보헤미안 랩소디,미국,['드라마'],['브라이언 싱어'],"['라미 말렉', '조셉 마젤로', '마이크 마이어스', '루시 보인턴']",12세이상관람가
아쿠아맨,미국,['액션'],['제임스 완'],"['제이슨 모모아', '앰버 허드', '니콜 키드먼', '패트릭 윌슨', '윌렘 데포', '돌프 룬드그렌']",12세이상관람가
국가부도의 날,한국,['드라마'],['최국희'],"['김혜수', '유아인', '허준호', '조우진', '뱅상 카셀', '이원희', '이은주', '손민석', '손영진', '이하윤', '김진구', '박경관', '박재민', '박재영', '박정민', '권훈', '김기현', '최준영', '염혜란']",12세이상관람가
완벽한 타인,한국,"['드라마', '코미디']",['이재규'],"['유해진', '조진웅', '이서진', '염정아', '김지수', '송하윤', '윤경호', '지우', '정민규', '정지훈', '조용진']",15세이상관람가
신비한 동물들과 그린델왈드의 범죄,미국,['판타지'],['데이빗 예이츠'],"['에디 레드메인', '캐서린 워터스턴', '앨리슨 수돌', '댄 포글러', '에즈라 밀러', '주드 로', '조니 뎁', '칼럼 터너', '조 크라비츠', '수현']",12세이상관람가
창궐,한국,"['사극', '액션']",['김성훈'],"['현빈', '장동건', '조우진', '정만식', '이선빈', '김의성', '조달환', '박진우', '서지혜', '한지은', '공정환', '김태우', '이승일', '이동훈', '이상준', '이상훈', '이승주', '배정환', '이우성', '이우정', '이유진', '이재남', '이정민', '이정민', '김주혁', '서지은', '이진용', '이창훈', '이형원', '김지수', '김태경', '김태윤', '김태희', '김하진', '나대한', '윤석동', '민경옥', '박경관', '박성빈', '임용순', '장현', '장윤정', '정선희', '정선희', '박종범', '정수연', '박지아', '박지원', '정재훈', '박태민', '김현욱', '김현욱', '강정진', '조민아', '최규리', '최아영', '김다연', '김다연', '김대현', '최재영', '한성희', '한아름', '한지혜', '한지혜', '편광진', '황원일', '김성태', '김은진', '김수지', '김승환', '김성준', '김성규', '김제형']",15세이상관람가
암수살인,한국,"['범죄', '드라마']",['김태균'],"['김윤석', '주지훈', '문정희', '진선규', '이재현', '이윤재', '김종수', '김지성', '이현주', '임병우', '김진혁', '김학준', '윤성원', '박성현', '박진수', '박진영', '권회수', '허진', '김영웅', '배해선']",15세이상관람가
베놈,미국,"['액션', 'SF', '스릴러']",['루벤 플레셔'],"['톰 하디', '미쉘 윌리엄스', '리즈 아메드', '제니 슬레이트']",15세이상관람가
안시성,한국,"['사극', '액션']",['김광식'],"['이태진', '조인성', '신현숙', '남주혁', '박성웅', '김경희', '배성우', '엄태구', '설현', '박병은', '오대환', '성동일', '정은채', '유오성', '김미지', '여윤호', '박인수', '이승일', '이현', '이경재', '이낙준', '이동민', '이상혁', '이상호', '이성욱', '이세민', '이승석', '배유리', '이승환', '배준수', '이원재', '이은희', '이은희', '이인규', '이정민', '이정선', '김종호', '이준우', '이진용', '이태진', '이호준', '임동영', '임상현', '김현우', '김현창', '나대한', '오진석', '유병주', '윤정열', '문창준', '박경관', '임용순', '박세준', '정미경', '정지훈', '김한솔', '정태영', '조석현', '조형래', '조혜인', '조혜인', '김욱', '김대현', '김동민', '김동진', '김명준', '김민혁', '최희열', '한명환', '한아름', '한정환', '김이현', '김원중', '김세홍', '강희중']",12세이상관람가
서치,미국,['드라마'],['아니쉬 차간티'],"['존 조', '데브라 메싱']",12세이상관람가
너의 결혼식,한국,['멜로/로맨스'],['이석근'],"['박보영', '김영광', '강기영', '장성범', '고규필', '서은수', '차엽', '안길강', '이동석', '이재상', '서남윤', '김준수', '김지훈', '김태환', '김학준', '김한슬', '박규태', '박성준', '정난희', '박종범', '박주희', '정유진', '정주호', '조영웅', '김건중', '홍근택', '홍진기', '김민석', '김영훈', '김성준', '강희중', '배해선', '조성희']",12세이상관람가
신과함께-인과 연,한국,"['판타지', '드라마']",['김용화'],"['하정우', '주지훈', '김향기', '마동석', '김동욱', '이정재', '김기태', '오희준', '도경수', '이준혁', '이수봉', '이용희', '이우주', '이우주', '이준혁', '이지향', '이지향', '이지혜', '김지안', '김철구', '김태준', '안용우', '김학충', '노남석', '장재욱', '전종석', '박지선', '박찬영', '정진영', '정지훈', '권훈', '권수정', '김대근', '김대현', '김동욱', '김민석', '안지호']",12세이상관람가
공작,한국,['드라마'],['윤종빈'],"['황정민', '이성민', '조진웅', '주지훈', '김대현', '이경호', '이기용', '이동희', '이상원', '이상현', '박현민', '박혜영', '김재희', '이승찬', '이승환', '이승훈', '이은영', '김정현', '이재우', '이재혁', '김정호', '김종수', '김지나', '서주연', '손승훈', '이창석', '이창훈', '이희경', '김지혜', '김지홍', '김진영', '김현중', '김형기', '김형우', '정재헌', '박진수', '박진영', '강주석', '정혜경', '조현수', '강민지', '김다솜', '김대현', '김미혜', '최운진', '최정인', '최지현', '최희열', '김소진', '김수연', '김은아', '김승희', '김영진', '김영훈', '김용석', '김우영', '김우현']",12세이상관람가
미션 임파서블: 폴아웃,미국,"['액션', '스릴러']",['크리스토퍼 맥쿼리'],"['톰 크루즈', '레베카 퍼거슨', '바네사 커비', '미셸 모나한', '헨리 카빌', '안젤라 바셋', '사이먼 페그', '알렉 볼드윈']",15세이상관람가
그래비티,미국,"['SF', '드라마']",['알폰소 쿠아론'],"['산드라 블록', '조지 클루니']",12세이상관람가
인크레더블 2,미국,"['애니메이션', '액션', '어드벤처', '코미디', '가족']",['브래드 버드'],"['크레이그 T. 넬슨', '사무엘 L. 잭슨', '홀리 헌터']",전체관람가
앤트맨과 와스프,미국,"['액션', '어드벤처', 'SF']",['페이튼 리드'],"['폴 러드', '에반젤린 릴리', '마이클 더글라스', '미셀 파이퍼', '로렌스 피쉬번', '해나 존-케이먼', '마이클 페나', '월튼 고긴스']",12세이상관람가
마녀,한국,"['미스터리', '액션']",['박훈정'],"['김다미', '조민수', '박희순', '최우식', '백승철', '김하나', '이강곤', '이상용', '백규현', '김종면', '김종훈', '서영희', '송민수', '이주원', '이채현', '이하영', '이혜성', '남경민', '모그', '박상현', '박상훈', '박시현', '장민재', '정다은', '박정수', '정승채', '정지민', '김한솔', '조제웅', '진영준', '권용석', '김기훈', '김미진', '최정우', '김상훈', '김수현', '김승우', '김영원', '김영민', '김우주']",15세이상관람가
탐정: 리턴즈,한국,"['코미디', '범죄']",['이언희'],"['권상우', '성동일', '이광수', '서영희', '이일화', '남명렬', '손담비', '최성원', '김동욱', '박성일', '오희준', '이광호', '이동민', '이동민', '이상철', '서영희', '심상민', '엄진용', '임승묵', '박성연', '임효우', '박영식', '정성호', '정연주', '정인영', '박태강', '정택호', '조혜선', '최광락', '권혁석', '김동욱', '김미진', '최재옥', '홍광석', '홍광석', '김선간', '김수영', '김승필', '김승필', '김용호', '김원진', '김성규']",15세이상관람가
쥬라기 월드: 폴른 킹덤,미국,"['액션', '어드벤처', 'SF']",['후안 안토니오 바요나'],"['크리스 프랫', '브라이스 달라스 하워드', '제프 골드블럼', '저스티스 스미스', '토비 존스', 'B.D. 웡', '테드 레빈', '제임스 크롬웰', '라프 스팰', '제랄딘 채플린', '마이클 파파존', '카밀 레미에쉐브스키', '다니엘라 피네다', '로버트 엠스']",12세이상관람가
독전,한국,"['범죄', '액션']",['이해영'],"['조진웅', '류준열', '김주혁', '김성령', '박해준', '차승원', '이주영', '김태준', '서현우', '이경제', '이민호', '김재훈', '백승환', '이정철', '이정호', '김준형', '이주영', '이지민', '안성봉', '김태준', '김태현', '오현석', '박성연', '박예진', '박은영', '박정진', '박종범', '정여진', '박진수', '최성철', '김대근', '황기석', '김양수', '김선우', '강승현', '강지현', '김누리', '김동영', '진서연']",15세이상관람가
아바타,미국,"['SF', '액션', '어드벤처']",['제임스 카메론'],"['샘 워싱턴', '조 샐다나', '시고니 위버']",12세이상관람가
데드풀 2,미국,"['액션', '어드벤처', '코미디', 'SF']",['데이빗 레이치'],"['라이언 레이놀즈', '조슈 브롤린', '재지 비츠', '모레나 바카린', '브리아나 힐데브란드']",청소년관람불가
어벤져스: 인피니티 워,미국,"['액션', '어드벤처', '판타지', 'SF']","['안소니 루소', '조 루소']","['로버트 다우니 주니어', '조슈 브롤린', '마크 러팔로', '톰 히들스턴', '크리스 에반스', '크리스 헴스워스', '제레미 레너', '스칼렛 요한슨', '엘리자베스 올슨', '안소니 마키', '폴 러드', '기네스 팰트로우', '폴 베타니', '돈 치들', '베네딕트 컴버배치', '톰 홀랜드', '크리스 프랫', '조 샐다나', '카렌 길런', '브래들리 쿠퍼', '빈 디젤', '데이브 바티스타', '세바스찬 스탠', '채드윅 보스만', '코비 스멀더스', '베니치오 델 토로', '피터 딘클리지', '사무엘 L. 잭슨', '다네이 거라이라', '베네딕트 왕']",12세이상관람가
램페이지,미국,['액션'],['브래드 페이튼'],"['드웨인 존슨', '제프리 딘 모건', '나오미 해리스', '말린 애커맨', '조 맨가니엘로', '말리 쉘튼']",12세이상관람가
곤지암,한국,"['공포(호러)', '스릴러']",['정범식'],"['위하준', '박지현', '오아연', '문예원', '박성훈', '이승욱', '유제윤', '이주원', '정아노마']",15세이상관람가
지금 만나러 갑니다,한국,['멜로/로맨스'],['이장훈'],"['소지섭', '손예진', '김지환', '고창석', '이유진', '김현수', '배유람', '이준혁', '서정연', '손여은', '이진', '이상철', '이재환', '이정민', '변지은', '김지민', '송지연', '이준성', '김지호', '김하은', '유은성', '박서준', '정유민', '정현우', '차봉주', '김경애', '김민석', '김선웅', '김범준']",12세이상관람가
사라진 밤,한국,['스릴러'],['이창희'],"['김상경', '김강우', '김희애', '서현우', '이민지', '이윤재', '이지훈', '김지영', '최윤석']",15세이상관람가
궁합,한국,"['코미디', '드라마']",['홍창표'],"['심은경', '이승기', '김상경', '연우진', '강민혁', '최우식', '조복래', '최민호', '박선영', '이한서', '윤송아', '이선빈', '이동희', '이상진', '이소현', '이수연', '이수연', '이슬아', '김정겸', '배지혜', '이영수', '이정현', '이주연', '이지민', '신혜경', '김탁호', '김태환', '유다영', '유다영', '윤예원', '윤유선', '민성주', '장지선', '정민규', '정인영', '정재훈', '김필수', '강현우', '조성환', '최민호', '김욱', '최우진', '최준호', '김보경', '김서현', '안지호', '김성훈', '김상혁']",12세이상관람가
블랙 팬서,미국,"['액션', '드라마', 'SF']",['라이언 쿠글러'],"['채드윅 보스만', '마이클 B. 조던', '루피타 뇽', '다네이 거라이라', '마틴 프리먼', '안젤라 바셋', '포레스트 휘테커', '앤디 서키스', '레티티아 라이트', '다니엘 칼루야', '윈스턴 듀크']",12세이상관람가
조선명탐정: 흡혈괴마의 비밀,한국,"['사극', '어드벤처', '코미디']",['김석윤'],"['김명민', '오달수', '김지원', '김범', '이민기', '지웅배', '이대현', '이소희', '이재웅', '백승진', '이정민', '김정화', '서지은', '김탁호', '김태윤', '김태희', '김현주', '류현상', '민성주', '박동석', '전건익', '전현우', '박지선', '김태호', '박지현', '김건', '최유진', '한성희', '김미란', '김상일', '김영우', '김영진']",12세이상관람가
그것만이 내 세상,한국,"['코미디', '드라마']",['최성현'],"['이병헌', '윤여정', '박정민', '한지민', '김성령', '이주영', '최리', '이가경', '이상준', '박현주', '이소정', '이정호', '이종승', '이주영', '이준석', '안성봉', '김현정', '박상훈', '박성훈', '박소은', '장혜리', '정승환', '박지연', '박지훈', '박지훈', '조윤주', '김동규', '김민주', '김유진']",12세이상관람가
신과함께-죄와 벌,한국,"['판타지', '드라마']",['김용화'],"['하정우', '차태현', '주지훈', '김향기', '마동석', '김동욱', '도경수', '오달수', '임원희', '장광', '정해균', '김수안', '이정재', '김해숙', '이경영', '김하늘', '최용훈', '강소백', '정수윤', '이수봉', '이승준', '이지향', '김태준', '정지훈', '예수정', '김기태', '성유빈', '오희준', '이준혁']",12세이상관람가
염력,한국,"['드라마', '코미디']",['연상호'],"['류승룡', '심은경', '박정민', '김민재', '정유미', '이승용', '예수정', '이기환', '이동근', '김재원', '백성욱', '이재현', '이정은', '김주연', '이지혜', '이지훈', '이현정', '김흥태', '나성식', '박재규', '조웅희', '김기천', '김기철', '김기범', '김대근', '최영우', '최지연', '황영수']",15세이상관람가
메이즈 러너: 데스 큐어,미국,"['액션', 'SF', '스릴러']",['웨스 볼'],"['딜런 오브라이언', '토마스 생스터', '카야 스코델라리오', '이기홍']",12세이상관람가
1987,한국,['드라마'],['장준환'],"['김윤석', '하정우', '유해진', '김태리', '박희순', '이희준', '설경구', '여진구', '유정호', '윤재국', '지웅배', '정재윤', '이가영', '이동욱', '이동희', '이상준', '이태형', '최광일', '강동원', '문소리', '문성근', '김원진', '남민우', '이주영', '임병우', '김시은', '김기태', '정재윤', '황성준', '서현우', '조민준', '박지환']",15세이상관람가
강철비,한국,"['액션', '드라마']",['양우석'],"['정우성', '곽도원', '김갑수', '김의성', '이경영', '조우진', '정원중', '김명곤', '박은혜', '김지호', '안미나', '원진아', '정유나', '이상민', '이정호', '정환', '한승헌', '박민희']",15세이상관람가
꾼,한국,['범죄'],['장창원'],"['현빈', '유지태', '배성우', '박성웅', '나나', '안세하', '최덕문', '전보람', '전헌태', '유정호', '이용희', '이재남', '이창호', '김동철', '황인범', '차순배']",15세이상관람가
저스티스 리그,미국,"['액션', '어드벤처', '판타지', 'SF']",['잭 스나이더'],"['벤 애플렉', '갤 가돗', '제이슨 모모아', '레이 피셔', '에즈라 밀러', '헨리 카빌', 'J.K. 시몬스', '윌렘 데포', '제레미 아이언스', '앰버 허드', '코니 닐슨', '에이미 아담스', '다이안 레인']",12세이상관람가
토르: 라그나로크,미국,"['액션', '어드벤처', '판타지', 'SF']",['타이카 와이티티'],"['크리스 헴스워스', '톰 히들스턴', '케이트 블란쳇', '이드리스 엘바', '제프 골드블럼', '테사 톰슨', '칼 어번', '마크 러팔로', '안소니 홉킨스']",12세이상관람가
범죄도시,한국,"['범죄', '액션']",['강윤성'],"['마동석', '윤계상', '조재윤', '최귀화', '박상규', '유지연', '최성재', '이경원', '이태규', '진선규', '허동원', '김성규', '박지환']",청소년관람불가
남한산성,한국,"['사극', '드라마']",['황동혁'],"['이병헌', '김윤석', '박해일', '고수', '박희순', '조우진', '박주운', '박지원', '백동현', '서병철', '장정국', '이정호', '이호중', '권효민']",15세이상관람가
아이 캔 스피크,한국,['코미디'],['김현석'],"['나문희', '이제훈', '박철민', '염혜란', '성유빈', '김소진', '이상희', '정연주', '이지훈', '손숙', '박준서', '이승민', '이정현', '홍상원', '황연희', '이재인', '우지현']",12세이상관람가
킹스맨: 골든 서클,미국,"['액션', '어드벤처', '코미디']",['매튜 본'],"['콜린 퍼스', '줄리안 무어', '태런 에저튼', '마크 스트롱', '할리 베리', '엘튼 존', '채닝 테이텀', '제프 브리지스']",청소년관람불가
킬러의 보디가드,미국,"['액션', '코미디']",['패트릭 휴즈'],"['라이언 레이놀즈', '사무엘 L. 잭슨', '셀마 헤이엑', '게리 올드만']",15세이상관람가
살인자의 기억법,한국,"['범죄', '스릴러']",['원신연'],"['설경구', '김남길', '설현', '오달수', '이현명', '장정윤', '전동성', '전동성', '전동성', '백연정', '백연정', '정동석', '정동석', '유지현', '윤선용', '추동우', '함연주', '이종건', '박상욱', '박상운', '전승표', '김정영']",15세이상관람가
택시운전사,한국,['드라마'],['장훈'],"['이수민', '송강호', '토마스 크레취만', '유해진', '류준열', '박혁권', '최귀화', '이창섭', '이호균', '서정우', '송병철', '안용우', '오석규', '윤석진', '이새별', '이성호', '이정은', '이주영', '황민형', '김신웅', '김진상', '김화목', '문광식', '차순배', '김대현', '서현우']",15세이상관람가
군함도,한국,"['액션', '드라마']",['류승완'],"['황정민', '김규백', '명인호', '소지섭', '송중기', '이정현', '김수안', '지웅배', '손용범', '박상호', '박선', '박선주', '박영준', '박정민', '박준서', '박준서', '박혜민', '성정훈', '오정현', '오형근', '전창현', '정규호', '정부용', '지재우', '이다영', '이동준', '이상협', '이선민', '이세형', '이윤2', '최호영', '이재민', '이정민', '이정은', '이정현', '이제훈', '허승준', '이준희', '이지은', '이지환', '이태영', '이하은', '이하준', '이경영', '장성범', '백승철', '김준한', '김고은', '박성일', '설준수', '조경현', '여윤호', '이준혁']",15세이상관람가
덩케르크,미국,"['액션', '드라마', '스릴러', '전쟁']",['크리스토퍼 놀란'],"['톰 하디', '마크 라이런스', '케네스 브래너', '킬리언 머피', '제임스 다시', '케빈 구스리']",12세이상관람가
스파이더맨: 홈 커밍,미국,"['액션', '어드벤처', 'SF']",['존 왓츠'],"['제이콥 배덜런', '톰 홀랜드', '로버트 다우니 주니어', '마이클 키튼', '마리사 토메이', '젠다야 콜맨', '존 파브로', '마틴 스타', '로건 마샬-그린', '가르셀라 보베', '스탠 리', '보킴 우드바인', '케네스 최', '토니 레볼로리', '타인 달리']",12세이상관람가
박열,한국,['드라마'],['이준익'],"['이제훈', '최희서', '김인우', '권율', '민진웅', '이형석', '박진성', '배정환', '서동기', '정무진', '정승채', '조박', '윤재국', '이경수', '이동욱', '이병훈', '이성규', '이승환', '이신우', '이영상', '이재성', '이정현', '이종민', '홍준석', '달시 파켓', '김준한', '최정헌', '백수장']",12세이상관람가
트랜스포머: 최후의 기사,미국,"['액션', '어드벤처', 'SF']",['마이클 베이'],"['마크 월버그', '안소니 홉킨스', '로라 하드독', '조쉬 더하멜']",12세이상관람가
미이라,미국,"['액션', '어드벤처', '판타지']",['알렉스 커츠먼'],"['톰 크루즈', '소피아 부텔라', '애나벨 월리스', '러셀 크로우', '하비에르 보텟', '제이크 존슨', '코트니 B. 반스', '딜란 스미스']",15세이상관람가
원더 우먼,미국,"['액션', '어드벤처', '판타지', 'SF']",['팻티 젠킨스'],"['갤 가돗', '로빈 라이트', '크리스 파인', '데이빗 듈리스', '코니 닐슨', '엘레나 아나야']",12세이상관람가
캐리비안의 해적: 죽은 자는 말이 없다,미국,"['액션', '어드벤처', '판타지', '코미디']","['에스펜 샌버그', '요아킴 뢰닝']","['조니 뎁', '카야 스코델라리오', '올랜도 블룸', '하비에르 바르뎀', '브렌튼 스웨이츠', '제프리 러쉬', '데이빗 웬햄', '골시프테 파라하니', '스티븐 그레이엄', '케빈 맥널리', '폴 매카트니', '마틴 클레바', '로드니 아피프']",12세이상관람가
겟 아웃,미국,"['공포(호러)', '미스터리', '스릴러', '드라마']",['조던 필'],"['다니엘 칼루야', '앨리슨 윌리암스', '브래들리 휘트포드', '캐서린 키너']",15세이상관람가
가디언즈 오브 갤럭시 VOL. 2,미국,"['액션', 'SF']",['제임스 건'],"['크리스 프랫', '조 샐다나', '데이브 바티스타', '빈 디젤', '브래들리 쿠퍼']",12세이상관람가
에이리언: 커버넌트,미국,"['SF', '스릴러']",['리들리 스콧'],"['마이클 패스벤더', '캘리 헤르난데스', '캐서린 워터스턴', '제임스 프랭코', '누미 라파스', '가이 피어스', '빌리 크루덥', '카르멘 에조고', '대니 맥브라이드', '주시 스몰렛']",15세이상관람가
